A\A\B421.wav,家庭军队,家庭军队。
A\B\C104.wav,你现在都不要看屏幕了直接听我说就可以了,哦，你现在都不用看屏幕了，一直听到我说就行了哈。
A\B\B106.wav,哦婆婆那你随便说一个句子就是说一个主语和动词你随便说一个句子,老婆婆你随便说一个句子，就说一个就是猪语和动词，你随便说个地址。
A\B\A325.wav,自行车有没有自行车有好的,自行车有没有？
A\A\C505.wav,龙没见过,又没见过。
A\C\G201.wav,好她只记得到后面把白纸放个面她前面把放在另一边她就没做,
A\C\C769.wav,这个东西我们很少看到哟这是个这好像只笔哟嗯这是个用来投掷的东西,嗯，那是个啥子些？我们很少有看到过那个东西。
A\A\Q047.wav,你想写哪里写哪里随便写先写你的姓再写你的名,哦。
A\A\E421.wav,幻听吗,嗯，幻听吗？
A\A\Q573.wav,嘞个读过没得嘞个没有音乐嘞个没有,睡了没有没有？
A\B\S453.wav,五九一七四二八,五舅17428。
A\B\B401.wav,然后你接下来就是你组词,到底这条就是你主持人。
A\B\Z260.wav,不得行 不得行哈我们走下一项嘛下一项,还有我现在要给你练一些词语哈，你等哈儿我又要再问你，你要把他记倒起哈，能记到你给我练的时候给我一下哈，第1个是胳膊，胳膊，胳膊，胳膊。
A\A\C111.wav,我现在给你说的时候你就再记一遍哈家具是书桌,我现在跟你说的时候你就再记一遍哈，那就是输入。
A\A\E086.wav,这样哈阿姨我给你一些提示哈,哦，这样啊，要我给你些提示哈。
A\A\B129.wav,就是你回去再打嘛回去住院打呀是啊要不然你要在这里住一个多月,我的生活吗？木不。
A\B\A348.wav,嗯那您觉得您的头脑还像以前一样清楚吗脑壳都是不晓得啥子,还像以前一样清楚吗？
A\C\F286.wav,仁寿县还有青城县,生气了。
A\B\Y344.wav,哦这是个冰屋哈婆婆旁边是雪旁边是雪,
A\C\B258.wav,是一点过短针,是伊甸果短针。
A\A\C525.wav,针没有回声有,真没有卫生哟。
A\C\H244.wav,邮票,又嫖。
A\B\G366.wav,之前他觉得他记得他买了多少买成什么钱但是回来他就忘了就是记得数字不对,之前他觉得他几个卖了买成多少钱他说回来忘了，就几个数字肯定他就不对。
A\A\B467.wav,好拿出来了好叔叔你现在就是假装寄一封信给自己,拿出来了啊，叔叔你现在就是嫁妆及风行更新之际。
A\C\E266.wav,一连到二几个数连起来个嘛啊啊你要看经过嘛,一年到二月几个孙儿？
A\B\G326.wav,自行车有,自行车没有。
A\C\H13.wav,多少号记不太清楚了好那现在是什么季节呀,早上好，记不太清楚了，好。
A\C\E480.wav,反正也不说幸福嘛不幸福反正是一般你是否想呆在家里面不想去做一些新鲜的事情,反正呆在家里面不想去做一些新鲜的事情。
A\B\D153.wav,婆婆你觉得它是蘑菇还是雨伞雨伞那个,我觉得他是蘑菇还是雨伞啷个。
A\A\B432.wav,这是一种用来放钞票的,这是一种用来放钞票的。
A\C\H110.wav,有一种婴儿用品叫摇铃有一个汽车用品叫方向盘,谢谢，有一个婴儿用品是10，有一个骑车的不见时方向盘。
A\C\C188.wav,耶你也想不起唠没事没事我一个个说嘛你看能想起哪个是哪个有一个是种用来家庭固定的东西,啊，固定的多些。
A\C\F47.wav,没听清楚树木树木,没听清楚数目唉。
A\A\Q695.wav,刚刚我给你念了三遍的那些词语你还记得到有哪些吗,刚刚我给你念了三遍的那些词语，你还记得到有哪些吗？
A\C\E459.wav,这个撒尺撒不它是量角器三角尺还是磅秤,这个再吃噻，他是量角器三角尺还是磅臭？
A\C\C845.wav,然后床说过没得说了的轿车说过没得说了的哦问一个问题老师你平时吃饭上厕所洗澡有没得问题,床上没得说叫车没得，没得。
A\B\G218.wav,然后我们还是从一开始但是现在我们现在说从阿拉伯数字的那个一连到中国数字的那个一,那我们还是从一开始，反正现在倒中国字的你。
A\A\C353.wav,现在回来以后就现在是一百二,现在回来以后就是现在是120。
A\C\E318.wav,你让他自己的理解力来做一下,理解就可以了。
A\B\Z148.wav,龙看到过没得龙看到没得没看过,那个看到过没得？
A\A\B462.wav,这个画这个这个这个,这个发这个。
A\B\S347.wav,勇气,用起。
A\B\E64.wav,还记得哪些词记不到了确实记不到了,好久带你去吃，记不到了，记不到。
A\C\D174.wav,你现在在的这个地方叫什么名字也,嗯，你现在那个你现在在那个地方照的名字呀，第4条。
A\B\B291.wav,项链没出现过好的我们再看一遍,想你，然后我们再看一遍。
A\B\G303.wav,海马嗯,来嘛，嗯。
A\B\B450.wav,你举起来给我看一下嘛,来给我看一下嘛。
A\A\C043.wav,我们现在在重庆市哪个区也九龙坡区,我现在在重庆市，哪个区？按九龙坡区？
A\B\B694.wav,就给你念了三遍的一些词语你有没有印象我念一遍你跟到读一遍我再念一遍你跟到读一遍那些词语你还有印象没得好要得,电脑给你拿300的一些词语的有没得印象？如果练一遍的跟倒读一遍，一遍的跟倒读一遍。
A\B\G102.wav,球拍嗯好嗯好,球拍，嗯，嗯，好。
A\A\A573.wav,继续还有没,
A\B\S138.wav,对有一种建筑物的某部分,对，有一种建筑物的某部分。
A\A\C517.wav,回声有勇气没有,卫生油，用起没有？
A\C\B357.wav,这个我看不见是个什么啦,这几个我看不见是个什么了。
A\C\F262.wav,那个是动物吗还是物品,那个是动物吗？还是乳品？
A\C\B318.wav,是不是像这样子连哦,是不是像这样子联络？
A\A\B050.wav,嘞个脚嘞个皮肤科是不是该去处理一下哟,童话。
A\B\C28.wav,这十三没得样,13没得呀。
A\C\G363.wav,动脉硬化她这个年龄都有点正常撒但是她不恼火她的心脏血管都还很正常也没得大的方块,有点儿正常噻，但是他不恼火。
A\B\D233.wav,那您觉得她判断事情解决问解决判断就是处理问题和判断问题上面有没有什么困难呢反正她现在他自己的事情她就是她自己在做,那你觉得他判断，这判断及处理问题和判断，反正他。
A\C\H134.wav,嗯方向盘有一种婴儿用品是什么奶瓶奶瓶哈,长胖，嗯，有个婴儿用品是什么婴儿用品？赖皮，南坪哈。
A\A\C058.wav,一百减七等于九十三再减七,你们姐姐等于93，再捡起。
A\C\F410.wav,电话号码他自己翻然后她最后打电话好的好的呐,电话号码他自己翻，好多时候打电话。
A\C\F407.wav,啊那他可以自己上街购物吗可以可以哈那他平时嗯买他买菜他都平时都会买,哦，那她可以指一算结果5吗？嗯，可以，平时买菜买东西都是她都都会买。
A\C\B311.wav,然后我们就要从那个阿拉伯数字的一连到中国字的一,然后我就要充那个阿拉伯数字的依恋，到中国值得一。
A\A\E401.wav,好阿姨回忆回忆不到记不到了,很好，记不到了。
A\A\B317.wav,好重复一遍重复,还要重复一遍，重复。
A\A\E467.wav,我没记,哦。
A\A\E067.wav,哪一个是建筑物的一部分烟囱,那个是建筑物的一部分演出。
A\C\G93.wav,烟囱啊这是嗯烟囱对了这是烟囱这是划船的那个浆不是,烟囱啊，这是划船的那个讲，不是。
A\C\F359.wav,有有哈那你觉得生活令人向往吗,有哟，那你觉得生活的人想忘吗？
A\C\A239.wav,只不过是这个现象一直就反正早上情况恶劣一点到晚上情况好一点,吃不死，反正明天早上的情况较恶劣，电到晚上就要好一点。
A\C\C316.wav,没得原来原来就是说很精很果断,
A\C\G297.wav,这个是轮船婆婆你看它是你觉得它是像口琴还是像个箱子,这个是冷菜像个箱子。
A\C\E353.wav,重新画个老汉儿重新画过距离隔远很呐将就那个噻,总拿来的是三咯，10:00的吗？把时间标出来。
A\C\E389.wav,耳朵狗狗锤子锤子,与李子，你说的话他可能有点听不清楚，我觉得。
A\A\C573.wav,听懂我的意思了吗听懂了你的意思唉好现在可以开始连了哈,你听到我的意思了吗？你的意思。
A\C\F178.wav,图书馆,图书馆儿。
A\A\C139.wav,独木舟吗嗯继续,泸州吗？继续。
A\B\G113.wav,烟囱,演出。
A\C\D196.wav,看过没有看过的这个也二胡看过没有,看过没有？嗯，看过的呀，看过没有？
A\C\C468.wav,这个看过哩嗯下一个,这个看过的，嗯。
A\A\Q823.wav,没念过没有,没得没啊。
A\A\B265.wav,他现在啥子状况嘛好点没得嘛他都是嘞个病人是因为最近斗是也是脚没力,我付的。
A\A\Q535.wav,画完了哈画嘞一副图画这个,帮我拿哈，画内裤。
A\B\Z26.wav,这个是啥子手表,那个啥子秋。
A\C\H250.wav,寂静嗯女儿嗯前额老虎,姐姐，嗯，玉儿天恶，恼火。
A\B\Y22.wav,嗯望远镜嗯,
A\A\Q378.wav,他也没得啥子嘞个得反正都在老家这些婆婆你有没有感觉现在生活很空虚很无聊有没得厌倦这种感觉,他也没得啥子好大的那个的那种感觉。
A\A\Q432.wav,你现在的这个地方叫啥子名字,你现在在你那个地方叫啥子名字？
A\B\C53.wav,箱子口琴冷气机箱子,箱子空心口琴，冷气机箱子。
A\C\B12.wav,嗯那你就是你觉得你睡眠质量很好是吧,嗯。
A\B\D163.wav,这个是羊牛,这个是猪吗？
A\B\B613.wav,那对你们造成的影响是哪种程度比如说放东西不管她还是说你们平时放了不管她不得造成啥子影像蛮是哪种程度,他对你们造成影响商城对不，放倒起不管，她还说不得对你们产生影响吗？是哪种程度？
A\C\B221.wav,没见,没见。
A\A\B570.wav,眼睛眼睛刀子刀子,眼睛严军，刀子。
A\B\Q5.wav,是否经常担心将来,你跟担心将来。
A\A\A560.wav,等哈过几分钟又来问你哈看你记得到不啊,我么哈。
A\A\C236.wav,好你写完了就给我说写完了勒个暂时我也不看一哈完了之后再拍照片发给我就行了哈,那你写完了就给我说你作业写完了，那个暂时也不饿，我也不看一哈儿，完了之后再拍照片儿发给我就行了哈。
A\B\L96.wav,人民嘞个没得,人民都没得。
A\A\E324.wav,五八幺九二六四七五八幺九四六四六二七嘛六四七,581926475819464627864星。
A\A\A003.wav,测勒些有点多哈可能要两个小时左右的时间快哩话一个小时慢哩话就慢一点,好话。
A\C\D50.wav,四十四只石狮子啊,44只，40只，啊。
A\B\B7.wav,啊那我写个五点半嘛去个中,啊，那我晓得5:30嘛，那就取个中。
A\C\D183.wav,好你读一哈也这个字我现在认不得了,你读一下这两个字，认不到。
A\A\A144.wav,皮肤儿童军队,
A\A\A257.wav,六幺九四七三六幺九四七三,我日荣。
A\A\B413.wav,麦子还有呢旗子铁路,没得，姐姐，铁路。
A\B\A226.wav,现在现在我们来说数字哈就是我说什么您跟我重复就行好不可以,下，嗯，就是我说什么你给我重复照片好不？
A\B\S286.wav,这个莫得不晓得,有没得，没得？
A\B\B456.wav,好了之后给我说一声哈好好了嘛没有哦好好好,好了之后给我说一声哈，好了吗？没有？
A\B\G108.wav,家庭硬币铁路儿童军队国旗皮肤图书馆麦子海洋,阿婷用披露儿童军队薄情皮肤图书馆麦子，海洋。
A\A\B100.wav,就是肝脏这个到底是下有点血栓哈,开心工作梦。
A\A\Q082.wav,有一点点哈那你觉得现在的生活觉得还阔以不,
A\A\C501.wav,好我们现在做的测试就是你告诉我你见过或者没见过就可以哈,那我们现在走到此时就是顶告诉我你见过或者没见过就可以哈。
A\C\D271.wav,动物动物动物有个老鼠老鼠刚刚给你念过的,洞府有个老鼠，老虎，刚给你念过的。
A\A\Q225.wav,反正有时候他就是那一会过了就没得啥子得了,反正有时他就是那一哈儿过来嘛，他又是用的啥子的那个号。
A\C\G56.wav,四十四只石狮子您重复一遍,死是死知识识字，请重复一遍。
A\A\A273.wav,六五四哦六五八四五七,
A\B\S490.wav,他反正就拿着存折就说这个事儿不拿的时候就不说,反正就是那个村子的时候他就要说这个事儿。
A\B\S371.wav,有吗人民有吗没有,有吗？人命油吗？
A\B\S283.wav,莫得,我晓得。
A\A\E319.wav,然后您现在要跟我重复数字重复一串数字我说什么你说什么哈,然后联系了要跟我重复数字下，重复一串数字，嗯。
A\B\L180.wav,他连的过程就不要给他说了等他自己想咋连就咋连,不要给他说。
A\C\D416.wav,你可以点你们的屏幕把这个屏幕放大我这边不能再放大了,点你那个苹果把那个屏幕放大，我这边不能再放大了。
A\A\Q488.wav,没关系哈我在给你看一遍哈我们又来一遍哈,没关系的话我再给你看一遍哈，我们又来一遍哈。
A\A\Q860.wav,船好嘞是啥子哎,我老汉儿。
A\B\G15.wav,那体重有没有下降呢没有,那体重有没有下降呢？没有。
A\C\A9.wav,额就是说他额双腿是没有就是损坏或者是没有什么吧没有没有没有损坏没有损坏啊嗯,他就是说他嗯双腿是没有就是事。
A\C\E44.wav,嗯你现在把那个摄像头调远一点就是我能够看到他的手那个桌子看到他的大腿,那个摄像头远一点，就是我能够看到他的手，看到那个桌子看她的大腿。
A\C\C354.wav,说个名字哩话唉锅里面锅里面要说名字我说不出来名字唉好勒是哪个手指母你看一下,在。
A\C\F553.wav,画大点嘛,发大点嘛。
A\C\F669.wav,婆婆你看一下上面这个是什么东西,我给你看下这上面这个是什么东西。
A\B\B318.wav,这个安没看到这个安没看到,这个没看到这个没看到。
A\B\Y131.wav,上面十二然后九六然后三,
A\C\F114.wav,好好继续方向盘水弯,要继续，方向盘水娃儿。
A\A\Q293.wav,说不出来这是摄影用的一个东西,说不出来，33。
A\B\E3.wav,他平常上床睡觉时间准不准啊十点左右吧十点多钟,睡觉时，10:00左右吧，四点多钟。
A\A\C605.wav,床床飞机飞机,窗飞机，嗯。
A\A\B582.wav,刀子刀子钟钟,老子，老子懂。
A\B\B327.wav,然后你要拿一张纸把那张纸折叠起来,然后你要拿一张纸，把那张纸折叠起来。
